customer_id,customer_code,legal_name,customer_status,customer_name,phone_no,currency_id,sales_rep_id
11410,,James Prospect,,James,,0,22
11433,,Lange Transport,,Lange,,0,22
11434,,Canrep,,Canrep,,0,22
11458,,Centura Hamilton,,Centura,,0,22
11463,,Tallisa,,Tallisa,,0,22
11464,,Loft Doors,,Loft,,0,22
11465,,Freud,,Freud,,0,22
11467,,Flora Design,,Flora,,0,22
11475,,MCORP,,M-Corp,,0,22
11482,,Can-Arc,,Can-Arc,,0,22
11483,,ATG,,ATG,,0,22
11493,,Restoration Design Inc.,,Restoration,,0,22
11501,,TEAMLTD,,TEAMLTD,,0,22
11509,,Mission Paper,,Mission,,0,22
11511,,Hidcor,,Hidcor,,0,22
11534,,Ecommerce,,Ecommerce,,0,22
11569,,Gilllian Dias,,Gilllian,,0,22
11593,,Vintage Hardwood Flooring,,Vintage,,0,22
11612,,Fastsigns,,Fastsigns,,0,22
11614,,Vivere,,Vivere,,0,22
11694,,Twenty Eight,,Twenty,,0,22
11704,,Noir Blanco,,Noir,,0,22
11711,,Gateway,,Gateway,,0,22
11723,,Sunset Neon,,Sunset,,0,22
11724,,Eztia,,Eztia,,0,22
11729,,Advanced Protective Coatings,,Advanced,,0,22
11733,,Day Twenty Eight,,Day,,0,22
11736,,Digital Fab,,Digital,,0,22
11753,,Thrillworks Inc.,,Thrillworks,,0,22
11764,,Hanlon Park Mini Storage,,Hanlon,,0,22
11768,,Poly-Nova,,Poly-Nova,,0,22
11792,,Homag,,Homag,,0,22
11812,,Pampered Post,,Pampered,,0,22
11815,,CIMC,,CIMC,,0,22
11856,,Shades Lashes,,Shades,,0,22
11862,,Custom Food Packaging,,Custom,,0,22
11879,,Langton Communication,,Langton,,0,22
11899,,A Simple Act Gifts,,A,,0,22
11914,,Pherosphere,,Pherosphere,,0,22
11917,,Cater Box,,Cater,,0,22
11927,,ESM Race,,ESM,,0,22
11935,,Parts Headquarters,,Parts,,0,22
11942,,Lifescanner,,Lifescanner,,0,22
11951,,InvestorCOM,,InvestorCOM,,0,22
11963,,A1 Sweets & Restaurant,,A1 Sweets,,0,22
11984,,Orange Snail Brewers,,Orange,,0,22
11991,,Soxy,,Soxy,,0,22
11999,,SPT Shading Solutions,,SPT,,0,22
12025,,Willard Manufacturing,,Willard,,0,22
12028,,Korhani,,Korhani,,0,22
12031,,Thrive Wheatgrass Inc,,Thrive,,0,22
12034,,John McLean Pet Houses,,John,,0,22
12038,,Tal Dehtiar,,Dal,,0,22
12039,,Style Pak,,Style,,0,22
12059,,DPI,,DPI,,0,22
12080,,U Can Universal,,U,,0,22
12096,,Cableserv Inc,,Cableserv,,0,22
12112,,tal,,tal,,0,22
12115,,Biomed Recovery & Disposal,,Biomed,,0,22
12143,,BumbleBox,,BumbleBox,,0,22
12162,,Kris Prospect 2,,Kris,,0,22
12163,,James Prospect 2,,James,,0,22
12164,,Jared Prospect 2,,Jared,,0,22
12168,,Athletic Locker,,Athletic,,0,22
12185,,Lake Energy Products,,Cynthia,,0,22
12190,,Hoffmann La Roche  Ltd.,,Hoffman,,0,22
12193,,MGS Marketing,,MGS,,0,22
12208,,Wholly Greens,,Wholly,,0,22
12213,,San Mar,,San,,0,22
12220,,Wilson Art,,Wilson,,0,22
12222,,Miniso (Canada),,Miniso,,0,22
12224,,Mike VanHeusen,,Mike,,0,22
12227,,Bradford White,,Bradford,,0,22
12239,,Premier Gift,,Premier,,0,22
12249,,AOG FOODS,,AOG,,0,22
12252,,MacFab,,MacFab,,0,22
12266,,Gino's Pizza,,Gino's,,0,22
12272,,Jastex,,Jastex,,0,22
12287,,Bastian Solutions,,Bastian,,0,22
12293,,Corbetts,,Corbetts,,0,22
12296,,Silfab Solar,,Silfab,,0,22
12297,,Bway,,Bway,,0,22
12303,,Ositech,,Ositech,,0,22
12305,,CF&R Services,,CF&r,,0,22
12314,,Jared Prospect,,Jared,,0,22
12315,,Jared Prospect 3,,Jared,,0,22
12316,,James Prospect 3,,James,,0,22
12317,,Kris Prospect 3,,Kris,,0,22
12322,,Stay Soft Lingerie,,Stay,,0,22
12350,,Sens Marketing,,Sens,,0,22
12351,,Amico Corporation,,Amico,,0,22
12353,,Royal Distribution,,Royal,,0,22
12360,,Distribution Guelph,,Distribution,,0,22
12362,,Luminor,,Luminor,,0,22
12395,,Crown Relocators,,Crown,,0,22
12403,,Downsview Kitchen,,Downsview,,0,22
12413,,WingsUP,,WingsUP,,0,22
12418,,City Hot Pizza,,City,,0,22
12433,,Butcher Engineering,,Butcher,,0,22
12449,,Pathway to Canada,,Pathway,,0,22
12460,,Millenium Flexible Packaging,,Millenium,,0,22
12461,,Pure Source Natural Product,,Pure,,0,22
12469,,Deco-Echo,,Deco-Echo,,0,22
12472,,Auto Dynamics,,Auto,,0,22
12473,,FHE Group,,FHE,,0,22
12475,,Zodiac Pool Systems,,Zodiac,,0,22
12477,,Chary Produce,,Chary,,0,22
12486,,Wolsak and Wynn,,Wolsak,,0,22
12501,,Procuremint,,Procuremint,,0,22
12505,,Pestspray,,Pestspray,,0,22
12509,,The Red Oven Eatery,,The,,0,22
12513,,EquiNorth,,EquiNorth,,0,22
12520,,KDL Solutions,,KDL,,0,22
12531,,Access Heritage Inc.,,Access,,0,22
12537,,Landmark Global,,Landmark,,0,22
12553,,Polar,,Polar,,0,22
12572,,Storage Vault Canada Inc.,,Storage,,0,22
12574,,Polo Performance,,Polo,,0,22
12582,,I-D Foods,,I-D,,0,22
12588,,Ashley Bryant,,Ashley,,0,22
12589,,Andrea Hein Occasions,,Andrea,,0,22
12601,,KPDC Inc.,,KPDC,,0,22
12614,,use 10001,,,,0,22
12618,,GF Packaging - Alberta,,GF,,0,22
12621,,L&A Diecrafts,,L&A,,0,22
12627,,Furnace Filters.ca,,Furnace,,0,22
12628,,Classic Glass,,Classic,,0,22
12637,,Windsor Industrial Services,,Windsor,,0,22
12639,,Metrican,,Metrican,,0,22
12640,,Audioconexus,,Audioconexus,,0,22
12642,,Pilling Foods,,Pilling,,0,22
12654,,Niagara Energy Products,,Niagara,,0,22
12660,,Prime Prey Pet Foods Inc,,Prime,,0,22
12662,,CFP WOODS,,CFP,,0,22
12666,,KNK Design Print,,KNK,,0,22
12668,,Zena Chahbar,,Zena,,0,22
12670,,Xerox Research Centre of Canada,,Xerox,,0,22
12672,,Proforma,,Proforma,,0,22
12673,,Levey Wallcoverings,,Levey,,0,22
12674,,Night Owl,,Night,,0,22
12680,,CFP Studio,,CFP,,0,22
12683,,Frontline Distillery,,Frontline,,0,22
12686,,Sole Savy,,Sole,,0,22
12687,,Top Shelf Distillers,,Top,,0,22
12691,,The Bridge,,The,,0,22
12710,,On Your Mark Media,,On,,0,22
12712,,Ambia Food,,Ambia,,0,22
12713,,Winmar,,Winmar,,0,22
12714,,Stock Cambridge,,Stock,,0,22
12725,,AIC,,AIC,,0,22
12732,,Twisted Wizard,,Twisted,,0,22
12741,,Alfan Group,,Alfan,,0,22
12777,,Jones Distilling,,Jones,,0,22
12783,,Independent Paper,,Independent,,0,22
12803,,Hybrid Racing,,Hybrid,,0,22
12804,,Jon Van Sickle,,Jon,,0,22
12815,,Pretty Little Pieces,,Pretty,,0,22
12825,,Express Cabinets,,Express,,0,22
12837,,Marc Anthony,,Marc,,0,22
12847,,ILR Industries,,ILR,,0,22
12859,,Media Incite Inc,,Media,,0,22
12860,,911 Protein Bars,,911,,0,22
12862,,CPS WOOD PRODUCT,,CPS,,0,22
12865,,Moonshine Mama's Kitchen,,Moonshine,,0,22
12867,,Tubes Canada,,Tubes,,0,22
12870,,Holistick,,Holistick,,0,22
12874,,Kitchen Stuff Plus,,Kitchen,,0,22
12881,,G3 CORP,,G3,,0,22
12889,,Zwilling J.A. Henckels Canada,,Zwilling,,0,22
12910,,Saucey Newfoundland Company,,Saucey,,0,22
12912,,Shawn Hendrix,,Shawn,,0,22
12919,,Commencal,,Commencal,,0,22
12924,,Critically Reclaimed,,Critically,,0,22
12939,,Balens,,Balens,,0,22
12944,,CleanScreen Filter Corporation,,CleanScreen,,0,22
12963,,Cos Play Supplies,,Cos,,0,22
12967,,Sandy Burton,,Sandy,,0,22
12971,,Find Your Audience,,Find,,0,22
12972,,Jerky Justice,,Jerky,,0,22
12973,,Kaufmann de Suiss,,Kaufmann,,0,22
12974,,Java Works Coffee,,Java,,0,22
12980,,Milk Creative Communications,,Milk,,0,22
12986,,Mystery Pop Box,,Mystery,,0,22
12988,,The Sweater Guys,,The,,0,22
12992,,Cannaseurbox,,Cannaseurbox,,0,22
12994,,Plantables,,Plantables,,0,22
12997,,The Shortbread Bakery,,The,,0,22
12998,, Five City,,Blair,,0,22
12999,,Unwinded,,Unwinded,,0,22
13001,,Paper Land,,Paper,,0,22
13005,,South Sask Promotions,,South,,0,22
13008,,Swift Engineering,,Swift,,0,22
13010,,Nutrition Junction,,Nutrition,,0,22
13012,,Kaufmann de Suisse,,Kaufmann,,0,22
13015,,Healthcord Cryogenics Corporation,,Healthcord,,0,22
13026,,Elegant Printer,,Elegant,,0,22
13028,,RE SKYVINGTON,,RE,,0,22
13030,,Action Car and Truck Accessories,,Action,,0,22
13031,,At-Work,,At-Work,,0,22
13038,,Crystal Image Studio,,Crystal,,0,22
13044,,She's Got Leggz,,She's,,0,22
13056,,Ultraray Medical,,Ultraray,,0,22
13070,,Dan O Quotes,,Dan,,0,22
13077,,Integra Metal,,Integra,,0,22
13089,,Jordan Johnston,,Jordan,,0,22
13094,,Veriphy Skincare,,Veriphy,,0,22
13097,,Peterson Team,,Peterson,,0,22
13109,,B&M Marketing,,B&M,,0,22
13111,,Richelieu,,Richelieu,,0,22
13138,,Soho Business,,Soho,,0,22
13139,,SOHO Business Solutions,,Soho,,0,22
13140,,Lerners Lawyers,,Lerners,,0,22
13146,,Meridian,,Meridian,,0,22
13147,,Fleischman Cooking,,Fleischman,,0,22
13148,,Distillerie Puyjalon,,Distillerie,,0,22
13153,,BCI Science,,BCI,,0,22
13161,,Premise LED Inc.,,Premise,,0,22
13167,,Hugging Hazel,,Business,,0,22
13176,,Truffles,,Truffles,,0,22
13178,,Keeping Busy Inc,,Keeping,,0,22
13193,,Barnies Horse and Pet,,B,,0,22
13197,,SENIORS LIFE ENHANCEMENT CTRS,,SENIORS,,0,22
13206,,Papes,,Papes,,0,22
13226,,Genieye,,Genieye,,0,22
13234,,Veritos Foods,,Veritos,,0,22
13236,,Cardinal Health Montreal,,Cardinal,,0,22
13240,,Prica Global,,Prica,,0,22
13243,,Harding Display,,Harding,,0,22
13256,,Promo Pack Group,,Promo,,0,22
13258,,Loeb,,Loeb,,0,22
13262,,Voula Vlahakos,,Voula,,0,22
13268,,OptiFlow Wabco,,OptiFlow,,0,22
13272,,HiTech Dispensing,,HiTech,,0,22
13283,,Harvest Beer Wine Spirits,,Harvest,,0,22
13285,,Blackstone,,Blackstone,,0,22
13288,,Ark Space,,Ark,,0,22
13291,,Purity Life Health Products LP,,Purity,,0,22
13299,,Concrete,,Concrete,,0,22
13318,,Chizcomm,,Chizcomm,,0,22
13320,,Futura Brake,,Futura,,0,22
13327,,GREENHAWK EQUESTRIAN SPORT,,GREENHAWK,,0,22
13328,,Ravenshoe Group,,Ravenshoe,,0,22
13357,,GreenRepublic,,GreenRepublic,,0,22
13368,,ChocosolTraders,,ChocosolTraders,,0,22
13374,,Wooden Flip Book,,Wooden,,0,22
13375,,GVT OPTICS,,GVT,,0,22
13376,,Roy Dawson Printing Services,,Roy,,0,22
13389,,Social Pet Network,,Social,,0,22
13390,,Meat Me,,Meat,,0,22
13397,,ChickAdvisor Inc,,ChickAdvisor,,0,22
13398,,Mosto California,,Mosto,,0,22
13408,,Laboratoiries Dermo-Cosmetik,,Laborato,,0,22
13417,,Canbuilt,,Canbuilt,,0,22
13422,,Rembrandt Charms,,Rembrandt,,0,22
13423,,S Sense,,S,,0,22
13439,,Annette Peters,,Annette,,0,22
13440,,Dixon Ink,,Dixon,,0,22
13452,,Cycle Water,,Cycle,,0,22
13453,,FRED BENNETT,,FRED,,0,22
13454,,KEEP GAIA WILD,,KEEP,,0,22
13459,,The North Face,,The,,0,22
13460,,Diamond Recognition,,Diamond,,0,22
13463,,Easter Mia Phan,,Easter,,0,22
13504,,Patel Sales,,Patel,,0,22
13505,,TROPICAL EXPRESSIONS CO,,TROPICAL,,0,22
13514,,MadBarn,,MadBarn,,0,22
13532,,Darigold,,Darigold,,0,22
13533,,LTL Utility Supply,,LTL,,0,22
13547,,St. Joseph,,ST.,,0,22
13548,,Tornade2,,Tornade2,,0,22
13549,,Viscun Paper,,Viscount,,0,22
13554,,OXO,,OXO,,0,22
13562,,Tattle,,Tattle,,0,22
13570,,Pure and Simple,,Pure,,0,22
13574,,Sprout Collection,,Sprout,,0,22
13577,,Test Montreal,,Test,,0,22
13578,,Test Hamilton,,Test,,0,22
13579,,Test Markham,,Test,,0,22
13580,,Test Toronto,,Test,,0,22
13581,,Test Port Dover,,Test,,0,22
13582,,Test London,,Test,,0,22
13583,,Test Orillia,,Test,,0,22
13584,,Test Kingston/Ottawa,,Test,,0,22
13585,,Test Windsor,,Test,,0,22
13586,,Test Owen Sound,,Test,,0,22
13587,,Test Sudbury,,Test,,0,22
13588,,Test Burlington,,Test,,0,22
13589,,Test Quebec City,,Test,,0,22
13590,,Test Fredericton,,Test,,0,22
13591,,Test Nova Scotia,,Test,,0,22
13592,,Test Winnipeg,,Test,,0,22
13593,,Test Saskatoon/Regina,,Test,,0,22
13594,,Test Calgary,,Test,,0,22
13595,,Test Edmonton,,Test,,0,22
13596,,Test Buffalo,,Test,,0,22
13597,,Test St. Catharines,,Test,,0,22
13598,,Test Syracuse,,Test,,0,22
13599,,test Rochester,,Test,,0,22
13600,,test Pittsburgh,,Test,,0,22
13601,,test Cleveland,,Test,,0,22
13602,,test Columbus,,Test,,0,22
13603,,test Brantford,,Test,,0,22
13604,,test Kitchener,,Test,,0,22
13605,,test Brampton,,Test,,0,22
13606,,test Missisauga,,Test,,0,22
13607,,test Woodstock,,Test,,0,22
13608,,test Halton Hills,,Test,,0,22
13614,,MACK MEDIA,,MACK,,0,22
13642,,peter,,Peter,,0,22
13667,,MPOSSIBLE Events,,MPOSSIBLE,,0,22
13670,,Color Hub Test,,Color,,0,22
13671,,Westgraphics,,Westgraphics,,0,22
13690,,Findlay Foods (Kingston) LTD.,,Fardella's,,0,22
13691,,Aeolus Flight,,Aeolus,,0,22
13698,,HALLMARK,,HALLMARK,,0,22
13699,,Sleever,,Sleever,,0,22
13701,,Rolark,,Rolark,,0,22
13703,,AMZ PREP,,AMZ,,0,22
13715,,Core Essence,,Core,,0,22
13719,,Hi-Tech Gears Canada Inc.,,Hi-Tech,,0,22
13726,,Liquid Solutions,,Liquid,,0,22
13729,,BMF - Burlington Merchandising & Fixtures,,BMF,,0,22
13732,,MARK-ETING SPEYERS,,Mark,,0,22
13747,,Bridgeahead,,Bridgehead,,0,22
13751,,Roottree,,Roottree,,0,22
13755,,Band All,,Bend,,0,22
13757,,Amelia Biscuit Company Inc.,,Amelia,,0,22
13759,,Nature Fresh,,Nature,,0,22
13761,,Ai Que Mimo,,Ai,,0,22
13762,,Fubar,,Fubar,,0,22
13764,,Solescape,,Solescape,,0,22
13770,,Cuddle + Kind,,Cuddle,,0,22
13772,,Local Motives,,Local,,0,22
13781,,Drama Cream,,Drama,,0,22
13783,,ProMark Window Film & Blinds,,ProMark,,0,22
13784,,Blue Pencil,,Blue,,0,22
13786,,Ali's General Trading,,Ali's,,0,22
13788,,Chickadee Fibre Arts,,Chickadee,,0,22
13789,,Java Melts,,Java,,0,22
13791,,Manning Canning,,Manning,,0,22
13792,,Reliable Logistics,,Reliable,,0,22
13799,,Shift Marketing,,Shift,,0,22
13800,,Ligonier Ministries,,Ligonier,,0,22
13801,,1712244 Ontario Limited,,1712244,,0,22
13803,,Direct Focus,,Direct,,0,22
13804,,Jay Wirsig,,Jay,,0,22
13806,,National Logistics,,National,,0,22
13831,,Ryding Regency,,Ryding,,0,22
13841,,Mixam,,Mixam,,0,22
13843,,The T1 Agency,,The,,0,22
13845,,Stan Yesep,,Stan,,0,22
13846,,Casper,,Casper,,0,22
13861,,Ballistiq,,Ballistiq,,0,22
13878,,JS Innovations,,JS,,0,22
13880,,Mitchell Prospect Account,,Mitchell,,0,22
13893,,Naked Snacks,,Naked,,0,22
13898,,College Press,,College,,0,22
13903,,Business Solutions,,Business,,0,22
13908,,Ty Lite Digital,,Ty,,0,22
13918,,Casey House,,Casey,,0,22
13934,,Veda Wellness Teas,,Veda,,0,22
13936,,Craft Cost Canning,,Craft,,0,22
13951,,Aircraft Label,,Aircraft,,0,22
13959,,RJ West,,RJ,,0,22
13963,,Techniweld,,Techniweld,,0,22
13966,,Servetronics Manufacturing,,Servetronics,,0,22
13969,,Vegcheese,,Vegcheese,,0,22
13972,,Viande Richelieu,,Viande,,0,22
13981,,Horizon Livestock,,Horizon,,0,22
13985,,SnapPea Designs,,Snap,,0,22
13986,,Belfry Chocolates,,Belfry,,0,22
13988,,Panera Bread,,Panera,,0,22
13998,,Curt Group,,Curt,,0,22
14007,,Go Float,,Go,,0,22
14011,,Golden Mushroom,,Golden,,0,22
14016,,Vibrant Graphics,,Vibrant,,0,22
14021,,Lyons Graphics,,Lyson,,0,22
14029,,Aspeth,,Aspeth,,0,22
14031,,Erico International,,Erico,,0,22
14034,,Vessel Packaging,,Vessel,,0,22
14042,,GP Supply LTD,,GP,,0,22
14046,,Atrium Innovations,,Atrium,,0,22
14048,,Ideal Roofing,,Ideal,,0,22
14064,,Ebenisterie TechDesign,,Ebenisterie,,0,22
14068,,Wesco,,Wesco,,0,22
14071,,Weather Tech,,Weather,,0,22
14074,,Walker Group Inc.,,WGI,,0,22
14078,,Golden Mayan Foods,,Golden,,0,22
14087,,Jamison,,Jamison,,0,22
14088,,Tiella Beauty,,Tiella,,0,22
14089,,Valley Creations Canada,,Valley,,0,22
14090,,Yntegrity,,Yntegrity,,0,22
14091,,Bradshaw Home Canada,,Bradshaw,,0,22
14093,,Newlite Computers,,Tushar,,0,22
14100,,Thermo Fisher Scientific,,Thermo,,0,22
14102,,ZenteinX,,ZenteinX,,0,22
14112,,Direct Mail Specialist,,Direct,,0,22
14117,,Milkman,,Milkman,,0,22
14125,,Carolynne Cole,,Carolynne,,0,22
14127,,Local General Maintinence,,Local,,0,22
14128,,RoRo Dolls,,RoRo,,0,22
14136,,Cold Stream Clear,,Cold,,0,22
14144,,Dairylane,,Dairylane,,0,22
14152,,MPN Designs,,MPN,,0,22
14157,,Shiny Spike,,Shiny,,0,22
14167,,The Bare Home,,The,,0,22
14188,,Ai Living Inc,,Ai,,0,22
14192,,Ecolabs,,Ecolabs,,0,22
14204,,The HC Companies,,The,,0,22
14227,,Lululemon Athletica,,Lululemon,,0,22
14232,,Chiamiagos Inc,,Chiamiagos,,0,22
14236,,Hemant Patel,,Hemant,,0,22
14240,,Hermant Patel,,Hermant,,0,22
14247,,Artisan Complete Limited,,Artisan,,0,22
14254,,Ordatech,,Ordatech,,0,22
14265,,Brassex,,Brassex,,0,22
14266,,BP Imaging,,BP,,0,22
14267,,BWG Canada,,BWG,,0,22
14269,,Iconic Furniture,,Iconic,,0,22
14284,,East Coast Hydraulics,,East,,0,22
14289,,In Wholeness,,In,,0,22
14292,,Steven Vanderzeeuw,,Steven,,0,22
14303,,Import Tractor Parts,,Import,,0,22
14307,,Can Tech Laser,,Can,,0,22
14314,,Science North,,Science,,0,22
14319,,Print1,,Print1,,0,22
14323,,Creative Silhouettes,,Creative,,0,22
14324,,Trimark,,Trimark,,0,22
14326,,Elle Cuisine,,Elle,,0,22
14327,,Progressive Edge Hygiene Instruments Inc.,,Progressive,,0,22
14331,,Savormetrics,,Savormetrics,,0,22
14336,,Savino Del Bene,,Savino,,0,22
14343,,Riverside Millwork Group,,Riverside,,0,22
14346,,IRD Inc,,IRD,,0,22
14353,,Noots,,Noots,,0,22
14370,,Aspire Group NA LTD,,Aspire,,0,22
14386,,Field Effect Software,,Field,,0,22
14388,,Marley Natural,,Marley,,0,22
14400,,The Dusty Sparrow,,The,,0,22
14412,,Butine,,Butine,,0,22
14414,,Zaber,,Zaber,,0,22
14415,,Muzeum Inc,,Muzeum,,0,22
14434,,Wil Studios,,Wil,,0,22
14436,,Days with Gray,,Days,,0,22
14445,,Huxley,,Huxley,,0,22
14453,,Ravn Air Group,,Ravn,,0,22
14454,,Visor Glow,,Visor,,0,22
14456,,Crop Defenders,,Crop,,0,22
14460,,Fuzzy Bear Candles,,Fuzzy,,0,22
14461,,Petro-Viron Inc,,Petro-Viron,,0,22
14462,,Restaurant la Molisana,,Restaurant,,0,22
14463,,Legal Bundles,,Legal,,0,22
14464,,Studio Art Forms,,Studio,,0,22
14467,,Elctrk Tea,,Elctrk,,0,22
14468,,Mi Cocina Foods,,Mi,,0,22
14469,,WD Glass,,WD,,0,22
14470,,Sketch it & Stitch it,,Sketch,,0,22
14473,,Goldstone Hvarc Inc,,Goldstone,,0,22
14475,,Artisan,,Artisan,,0,22
14476,,MindGeek,,MindGeek,,0,22
14477,,Bright Candle Co.,,Bright,,0,22
14478,,Luxia Innovation Inc,,Luxia,,0,22
14479,,Knosis Nutrition,,Knosis,,0,22
14482,,Mind Growth Education,,Mind,,0,22
14484,,Timber Tools,,Timber,,0,22
14485,,Blooming Wild Botanicals,,Blooming,,0,22
14486,,Iron Embers,,Iron,,0,22
14487,,Neptune Wellness Solution,,Neptune,,0,22
14488,,J Allen Mounting & Finishing,,J,,0,22
14490,,Flores,,Flores,,0,22
14491,,Techsgo Corporation,,Techsgo,,0,22
14493,,Spin Ink,,Spin,,0,22
14495,,Lunar Wave,,,,0,22
14498,,The Playing Card Factory,,The,,0,22
14500,,Set Sail Commerce Inc,,Set,,0,22
14501,,Basically Perfect,,Basically,,0,22
14504,,Mikmaq Artist,,Mikmaq,,0,22
14505,,ERS Training and Development,,ERS,,0,22
14510,,Michael Ferguson,,Michael,,0,22
14512,,Synco Technology Inc,,Synco,,0,22
14513,,Highprint,,Highprint,,0,22
14515,,The Filler Course,,The,,0,22
14517,,Paper Palette,,Paper,,0,22
14518,,Headset Express,,Headset,,0,22
14521,,Craftpeg,,Craftpeg,,0,22
14523,,Pet Project,,Pet,,0,22
14524,,Bellissima,,Bellissima,,0,22
14525,,Grazing Hill,,Grazing,,0,22
14527,,Taypco,,Taypco,,0,22
14530,,HD Muscle,,MD,,0,22
14531,,LCI Movement,,LCI,,0,22
14532,,SugarBud Craft Growers,,SugarBud,,0,22
14535,,Homelife Glenayre,,Homelife,,0,22
14536,,Subie Supply Co.,,Subie,,0,22
14538,,Private,,Private,,0,22
14539,,Leilanie Dizon,,Leilanie,,0,22
14540,,Athletic Knit,,Athletic,,0,22
14548,,Mimi's Rock Corp,,Mimi's,,0,22
14552,,Formula Solutions Inc,,Formula,,0,22
14555,,Skinzy,,Skinzy,,0,22
14556,,Siddharth Kashyap,,Siddharth,,0,22
14557,,Unboxing Milestones,,Unboxing,,0,22
14560,,Loops,,Loops,,0,22
14561,,Lovey Ties,,Lavina,,0,22
14562,,Terpene Tantra,,Terpene,,0,22
14563,,Cc Designs,,Cc,,0,22
14564,,Pippa and Peach,,Pippa,,0,22
14567,,Sparlour Inc,,Sparlour,,0,22
14568,,Myna,,Myna,,0,22
14577,,The Gallant Group,,The,,0,22
14578,,Freelance,,Freelance,,0,22
14579,,In Print,,In,,0,22
14580,,Couture Events,,Couture,,0,22
14584,,Glazed Catering,,Glazed,,0,22
14585,,Fountain of Purity skin care,,Fountain,,0,22
14586,,Global Leadership Network Canada,,Global,,0,22
14587,,Mmd,,Mmd,,0,22
14588,,Urban Minimalist,,Urban,,0,22
14591,,Creativita,,Christian,,0,22
14592,,Higginson Equipment Inc,,Higginson,,0,22
14593,,Alexandra Corbin,,Alexandra,,0,22
14594,,FIFE woodwork and design,,FIFE,,0,22
14595,,Bambi and Birdie,,Bambi,,0,22
14596,,ASA Global Cleaning Services,,ASA,,0,22
14597,,Daniel Parry International Inc,,Daniel,,0,22
14599,,Squad Box,,Squad,,0,22
14603,,Ezzat,,Ezzat,,0,22
14604,,TPV WorkShop,,TPV,,0,22
14605,,The Canna Oil,,The,,0,22
14606,,DJ,,DJ,,0,22
14607,,Declan Aus,,Declan,,0,22
14608,,Ben,,Ben,,0,22
14609,,KMJ Canada Inc,,KMJ,,0,22
14610,,Indus Commodities,,Indus,,0,22
14611,,NFM Distribution Inc,,NFM,,0,22
14612,,Mybaskets,,ByBaskets,,0,22
14614,,Scollars Club,,Scollars,,0,22
14617,,Zeus & Zoey Pet Co. Ltd,,Zeus,,0,22
14618,,Pigtails and Ponys,,Pigtails,,0,22
14620,,Abokichi Inc,,Abokichi,,0,22
14621,,Aris Wigs,,Aris,,0,22
14622,,Charliebaby,,Charliebaby,,0,22
14623,,Memory Express,,Memory,,0,22
14625,,Rocket Digital,,Rocket,,0,22
14626,,reMIXed Snacks Inc,,reMIXed,,0,22
14628,,Power. Protect. Play,,Power.,,0,22
14630,,Wicked Kitchen,,Wicked,,0,22
14632,,Uglywoods Workshop,,Uglywoods,,0,22
14633,,Workphlo,,Workphlo,,0,22
14634,,RFI,,RFI,,0,22
14635,,River City Moving LTD,,River,,0,22
14636,,Randys Customs,,Randys,,0,22
14638,,Hulk Meal,,Hulk,,0,22
14639,,Seven Lifes,,Seven,,0,22
14640,,Hunnydew Farm,,Hunnydew,,0,22
14642,,Trick My Truck,,Trick,,0,22
14643,,Sherwood Solar Energy,,Sherwood,,0,22
14644,,Nathalie Warde,,Nathalie,,0,22
