docket_id,customer_id,short_name,order_size1,order_size2,net_out,unitizing_bundle_qty,unitizing_unit_qty,unitizing_max_height,unitizing_piling_pattern_id
122907,11215,,28.1,58.02,1.0,0,125,50,1
123251,11443,,42.1,74.02,1.0,0,125,50,1
124053,11357,,39.05,74.02,1.0,0,125,50,1
124719,12439,,29.04,74.02,1.0,0,125,50,1
126775,10070,,38.1,96.02,1.0,0,125,50,1
129247,11359,,51.1,96.02,1.0,0,125,50,1
129297,11359,,47.1,118.02,1.0,0,125,50,1
129310,11231,,37.1,96.02,1.0,0,125,50,1
129722,11159,,26.1,103.02,1.0,0,125,50,1
129899,10017,,34.1,54.02,1.0,0,125,50,1
132464,11303,,34.1,58.02,1.0,0,125,50,1
133716,11678,,23.1,91.02,1.0,0,125,50,1
133717,11678,,24.02,98.02,1.0,0,125,50,1
134197,11457,,32.1,70.02,1.0,0,125,50,1
135330,11531,,32.1,74.02,1.0,0,125,50,1
135351,11231,,28.0,57.02,1.0,0,125,50,1
137851,11735,,27.1,78.02,1.0,0,125,50,1
139002,11705,,28.1,66.02,1.0,0,125,50,1
139795,11471,,33.1,72.02,1.0,0,125,50,1
142828,11453,,27.1,92.02,1.0,0,125,50,1
151083,11420,,28.02,71.02,1.0,0,125,50,1
152833,11179,,28.06,70.1,1.0,0,125,50,1
157818,11499,,27.08,79.1,1.0,0,125,50,1
158073,11471,,43.1,96.02,1.0,0,125,50,1
159880,11471,,43.1,96.02,1.0,0,125,50,1
165103,11496,,32.1,66.05,1.0,0,125,50,1
165104,11496,,32.1,66.05,1.0,0,125,50,1
171627,11580,,28.1,68.02,1.0,0,125,50,1
171628,11580,,26.1,74.02,1.0,0,125,50,1
173272,11558,,27.06,62.02,1.0,0,125,50,1
173372,11558,,48.06,66.1,1.0,0,125,50,1
173375,11558,,33.1,68.02,1.0,0,125,50,1
176306,11341,,28.1,80.02,1.0,0,125,50,1
180119,11558,,38.02,100.02,1.0,0,125,50,1
180734,11558,,37.02,92.02,1.0,0,125,50,1
181482,11143,,29.0,100.14,1.0,0,125,50,1
182946,11291,,27.01,71.14,1.0,0,125,50,1
183182,11558,,28.02,68.02,1.0,0,125,50,1
184320,11558,,42.1,86.02,1.0,0,125,50,1
185307,11342,,28.1,54.02,1.0,0,125,50,1
185309,11342,,28.14,62.1,1.0,0,125,50,1
188141,10017,,24.1,62.02,1.0,0,125,50,1
188142,10017,,36.1,86.02,1.0,0,125,50,1
105877,11400,,32.01,40.15,1.0,0,280,50,1
106770,11231,,32.01,40.15,1.0,0,280,50,1
107431,11134,,49.0,30.0,1.0,0,280,50,1
107891,11408,,27.04,30.1,1.0,0,280,50,1
108095,10110,,76.0,64.0,1.0,0,280,50,1
108096,10110,,76.0,38.0,1.0,0,280,50,1
109187,11408,,28.12,30.08,1.0,0,280,50,1
109698,11159,,58.11,21.11,1.0,0,280,50,1
109711,11161,,46.01,28.15,1.0,0,280,50,1
109765,11134,,49.01,35.15,1.0,0,280,50,1
109906,11735,,44.01,44.15,1.0,0,280,50,1
109908,11134,,41.01,58.15,1.0,0,280,50,1
110518,11629,,48.0,32.0,1.0,0,280,50,1
110849,11378,,38.01,48.15,1.0,0,280,50,1
111196,11629,,38.0,28.0,1.0,0,280,50,1
111422,11134,,38.0,50.0,1.0,0,280,50,1
111424,11134,,50.0,38.0,1.0,0,280,50,1
111428,11159,,89.01,63.15,1.0,0,280,50,1
111548,11134,,56.01,24.15,1.0,0,280,50,1
111550,11134,,58.01,20.15,1.0,0,280,50,1
111551,11134,,56.01,54.15,1.0,0,280,50,1
111644,11500,,43.01,27.07,1.0,0,280,50,1
111879,11159,,40.08,48.07,1.0,0,280,50,1
111881,11159,,38.08,43.07,1.0,0,280,50,1
111882,11159,,44.01,37.15,1.0,0,280,50,1
111896,11159,,66.01,58.15,1.0,0,280,50,1
113206,11134,,44.09,50.15,1.0,0,280,50,1
113991,11629,,40.08,34.0,1.0,0,280,50,1
114036,11134,,33.01,32.07,1.0,0,280,50,1
114332,11231,,57.09,72.15,1.0,0,280,50,1
114334,11231,,49.01,52.15,1.0,0,280,50,1
114336,11134,,56.09,24.15,1.0,0,280,50,1
114393,11134,,44.0,32.0,1.0,0,280,50,1
114488,11629,,47.0,28.0,1.0,0,280,50,1
115097,10093,,37.02,32.08,1.0,0,280,50,1
115183,11629,,55.08,20.15,1.0,0,280,50,1
115371,11629,,47.08,23.0,1.0,0,280,50,1
115438,11159,,52.09,90.15,1.0,0,280,50,1
115454,11395,,27.01,30.15,1.0,0,280,50,1
115544,11449,,27.12,29.0,1.0,0,280,50,1
115710,11629,,48.08,32.15,1.0,0,280,50,1
115772,11421,,34.09,43.15,1.0,0,280,50,1
116166,11134,,75.0,45.0,1.0,0,280,50,1
116392,11735,,46.01,52.15,1.0,0,280,50,1
116480,11629,,48.0,29.08,1.0,0,280,50,1
116499,11164,,46.01,28.15,1.0,0,280,50,1
116753,12406,,44.12,47.12,1.0,0,280,50,1
116817,11143,,33.03,43.12,1.0,0,280,50,1
116926,11134,,48.0,24.0,1.0,0,280,50,1
116962,11629,,45.0,30.0,1.0,0,280,50,1
117192,11134,,45.01,26.15,1.0,0,280,50,1
117270,11735,,31.09,42.07,1.0,0,280,50,1
117585,11735,,46.05,29.15,1.0,0,280,50,1
117669,11629,,24.0,48.0,1.0,0,280,50,1
117866,11629,,48.0,28.0,1.0,0,280,50,1
118033,10019,,52.0,68.0,1.0,0,280,50,1
118421,11735,,50.0,26.0,1.0,0,280,50,1
118964,11629,,30.0,48.0,1.0,0,280,50,1
118965,11629,,48.0,30.0,1.0,0,280,50,1
119069,10049,,28.06,34.09,1.0,0,280,50,1
120324,11735,,32.09,42.07,1.0,0,280,50,1
121009,11735,,26.13,48.07,1.0,0,280,50,1
121032,11258,,40.01,46.15,1.0,0,280,50,1
121189,11735,,31.01,36.15,1.0,0,280,50,1
121369,11357,,43.0,27.0,1.0,0,280,50,1
121862,11164,,32.07,51.07,1.0,0,280,50,1
122002,11735,,43.05,50.07,1.0,0,280,50,1
122021,11164,,49.01,34.15,1.0,0,280,50,1
122382,11735,,27.13,40.07,1.0,0,280,50,1
122440,11195,,39.08,32.15,1.0,0,280,50,1
122572,11735,,30.13,40.15,1.0,0,280,50,1
122753,11629,,57.01,60.15,1.0,0,280,50,1
122906,11735,,36.01,33.15,1.0,0,280,50,1
123112,11735,,48.05,55.07,1.0,0,280,50,1
123260,11629,,46.08,24.08,1.0,0,280,50,1
123793,11629,,39.08,31.08,1.0,0,280,50,1
123977,11159,,40.08,32.08,1.0,0,280,50,1
124300,11629,,46.08,24.08,1.0,0,280,50,1
124429,11629,,46.08,30.08,1.0,0,280,50,1
125431,11629,,46.08,30.08,1.0,0,280,50,1
125759,11629,,42.09,41.07,1.0,0,280,50,1
125819,11629,,48.0,30.08,1.0,0,280,50,1
126809,11134,,35.01,42.15,1.0,0,280,50,1
126926,11735,,31.01,37.07,1.0,0,280,50,1
127154,11436,,34.01,36.15,1.0,0,280,50,1
127992,11201,,48.0,40.0,1.0,0,280,50,1
128294,11395,,42.02,49.07,1.0,0,280,50,1
128639,11499,,29.09,42.07,1.0,0,280,50,1
128849,11735,,34.05,38.15,1.0,0,280,50,1
129017,11735,,33.13,49.15,1.0,0,280,50,1
129295,11735,,36.05,43.07,1.0,0,280,50,1
129647,11735,,34.13,40.11,1.0,0,280,50,1
129758,11735,,33.13,39.07,1.0,0,280,50,1
131501,10054,,43.11,51.1,1.0,0,280,50,1
131883,11159,,46.01,49.15,1.0,0,280,50,1
141714,11159,,50.11,38.07,1.0,0,280,50,1
147576,11134,,46.0,33.0,1.0,0,280,50,1
176735,11558,,28.07,41.15,1.0,0,280,50,1
103215,11243,,26.11,60.1,1.0,0,75,50,1
105878,11400,,30.12,43.08,1.0,0,375,50,1
105881,11400,,33.03,32.14,1.0,0,375,50,1
105934,11436,,43.1,46.04,1.0,0,375,50,1
106141,11385,,35.03,93.1,1.0,0,75,50,1
106834,11195,,26.09,95.1,1.0,0,75,50,1
107289,11640,,29.02,31.04,1.0,0,375,50,1
107629,11134,,60.0,64.0,1.0,0,375,50,1
107630,11134,,54.0,54.0,1.0,0,375,50,1
107892,11408,,27.04,30.1,1.0,0,375,50,1
107912,11296,,45.03,114.1,1.0,0,75,50,1
108033,11408,,34.12,33.08,1.0,0,375,50,1
108034,11408,,32.12,32.08,1.0,0,375,50,1
108035,11408,,32.12,32.08,1.0,0,375,50,1
108036,11408,,32.12,32.08,1.0,0,375,50,1
109194,10110,,57.05,26.09,1.0,0,170,50,1
109204,11408,,39.12,34.08,1.0,0,375,50,1
109278,11408,,36.12,33.08,1.0,0,375,50,1
109280,11408,,34.12,37.08,1.0,0,375,50,1
109282,11408,,44.12,39.08,1.0,0,375,50,1
109451,11385,,47.03,50.1,1.0,0,75,50,1
109509,11575,,35.03,88.1,1.0,0,75,50,1
109523,10050,,32.15,77.1,1.0,0,75,50,1
109604,11134,,76.0,40.0,1.0,0,375,50,1
109606,11134,,74.0,30.0,1.0,0,375,50,1
109608,11134,,96.0,40.0,1.0,0,375,50,1
109610,11134,,52.0,36.0,1.0,0,375,50,1
109853,10088,,45.03,58.1,1.0,0,75,50,1
109855,10088,,49.03,66.1,1.0,0,75,50,1
110522,11408,,28.1,66.1,1.0,0,75,50,1
111506,12539,,52.1,60.07,1.0,0,250,50,1
111665,10042,,40.01,31.1,1.0,0,375,50,1
111897,11159,,66.05,59.09,1.0,0,170,50,1
113107,10033,,42.14,62.14,1.0,0,150,50,1
113495,11134,,34.0,34.0,1.0,0,640,50,1
113652,11206,,34.03,64.1,1.0,0,75,50,1
113688,11134,,74.05,57.09,1.0,0,170,50,1
113792,11166,,55.03,70.1,1.0,0,75,50,1
114629,11447,,32.12,28.08,1.0,0,375,50,1
114901,11449,,52.12,38.02,1.0,0,375,50,1
115249,11499,,27.01,69.1,1.0,0,75,50,1
115250,11499,,27.01,69.1,1.0,0,75,50,1
115256,11271,,36.03,80.1,1.0,0,75,50,1
115258,11271,,34.03,74.1,1.0,0,75,50,1
115297,11766,,43.03,92.1,1.0,0,75,50,1
115298,11766,,43.03,92.1,1.0,0,75,50,1
115342,10110,,69.1,42.11,1.0,0,75,50,1
115531,10014,,31.03,90.1,1.0,0,75,50,1
116116,11134,,30.0,45.0,1.0,0,375,50,1
116236,11159,,33.03,94.1,1.0,0,75,50,1
116525,11395,,55.09,132.02,1.0,0,135,50,1
116933,11134,,48.0,38.0,1.0,0,375,50,1
116934,11257,,37.04,41.02,1.0,0,375,50,1
117149,11134,,50.0,38.0,1.0,0,640,50,1
117155,11420,,60.0,120.0,1.0,0,310,50,1
117482,11134,,50.0,100.0,1.0,0,415,50,1
117587,11143,,32.12,33.08,1.0,0,375,50,1
117670,11629,,24.0,48.0,1.0,0,170,50,1
117758,10046,,33.08,30.04,1.0,0,375,50,1
117867,11598,,41.03,134.1,1.0,0,80,50,1
117869,11420,,37.11,98.1,1.0,0,75,50,1
118063,10110,,28.0,40.0,1.0,0,640,50,1
118064,10110,,28.0,40.0,1.0,0,640,50,1
118065,10110,,32.0,28.0,1.0,0,640,50,1
118066,10110,,32.0,28.0,1.0,0,640,50,1
118388,11134,,28.0,40.0,1.0,0,375,50,1
118883,11619,,59.1,65.14,1.0,0,75,50,1
119134,10040,,79.0,25.0,1.0,0,375,50,1
119232,11462,,44.03,88.1,1.0,0,75,50,1
120622,10110,,37.11,67.1,1.0,0,75,50,1
120688,10050,,29.04,31.02,1.0,0,375,50,1
120697,10110,,47.11,87.1,1.0,0,75,50,1
120719,11369,,28.0,42.08,1.0,0,375,50,1
121042,10053,,40.06,95.14,1.0,0,75,50,1
121086,10110,,68.02,170.1,1.0,0,80,50,1
121198,10110,,37.09,62.03,1.0,0,310,50,1
121259,10110,,37.0,97.0,1.0,0,710,50,1
121286,11159,,52.01,89.15,1.0,0,310,50,1
121468,11264,,38.11,91.1,1.0,0,75,50,1
121549,11134,,53.0,43.0,1.0,0,710,50,1
121802,12439,,35.03,94.1,1.0,0,75,50,1
121813,12439,,32.01,82.08,1.0,0,75,50,1
121935,11420,,41.03,138.1,1.0,0,75,50,1
122153,11346,,28.02,61.11,1.0,0,345,50,1
122362,11420,,42.11,89.1,1.0,0,75,50,1
122398,11342,,47.04,34.11,1.0,0,170,50,1
122820,10110,,38.0,75.0,1.0,0,640,50,1
123539,11420,,154.01,42.15,1.0,0,310,50,1
126006,10019,,28.02,29.02,1.0,0,350,50,1
126067,11134,,48.0,32.0,1.0,0,170,50,1
126866,11543,,33.12,32.08,1.0,0,375,50,1
128652,11231,,27.03,74.1,1.0,0,75,50,1
129809,11369,,26.15,26.05,1.0,0,170,50,1
131268,10110,,48.0,36.0,1.0,0,170,50,1
132109,11231,,40.12,46.08,1.0,0,375,50,1
132630,11134,,36.0,30.0,1.0,0,350,50,1
133661,11401,,28.07,29.07,1.0,0,375,50,1
134321,11143,,37.04,31.0,1.0,0,375,50,1
134476,11143,,36.12,39.08,1.0,0,375,50,1
135524,10110,,27.0,60.0,1.0,0,710,50,1
136303,11420,,42.11,100.1,1.0,0,75,50,1
137982,11159,,28.12,43.08,1.0,0,640,50,1
137983,11159,,28.12,43.08,1.0,0,640,50,1
137985,11159,,48.0,40.0,1.0,0,640,50,1
138008,11159,,42.12,34.08,1.0,0,375,50,1
138009,11159,,42.12,34.08,1.0,0,375,50,1
138553,11134,,32.0,35.0,1.0,0,640,50,1
139326,11166,,68.08,114.02,1.0,0,135,50,1
139798,11471,,38.03,80.1,1.0,0,75,50,1
140885,11271,,32.0,76.0,1.0,0,310,50,1
141685,10033,,42.0,35.0,1.0,0,375,50,1
141686,10033,,64.01,78.15,1.0,0,310,50,1
142304,10019,,48.0,48.0,1.0,0,375,50,1
143077,11308,,79.1,76.02,1.0,0,135,50,1
144989,11462,,50.03,56.1,1.0,0,75,50,1
147422,11195,,39.14,27.14,1.0,0,640,50,1
147593,16657,,32.12,40.0,1.0,0,375,50,1
153402,11134,,34.0,78.0,1.0,0,415,50,1
154498,11631,,43.0,137.11,1.0,0,170,50,1
157205,11369,,36.0,76.0,1.0,0,190,50,1
169236,11134,,50.0,26.0,1.0,0,170,50,1
172279,11134,,40.0,38.0,1.0,0,375,50,1
174813,14208,,28.14,44.0,1.0,0,375,50,1
181221,11143,,41.12,40.08,1.0,0,640,50,1
181642,11558,,31.0,31.0,1.0,0,375,50,1
182475,10019,,60.02,34.08,1.0,0,350,50,1
182477,10019,,60.02,34.08,1.0,0,350,50,1
182856,10019,,51.04,61.04,1.0,0,310,50,1
183305,10110,,90.0,32.0,1.0,0,415,50,1
183408,11574,,33.03,90.1,1.0,0,75,50,1
184295,10019,,47.01,39.04,1.0,0,375,50,1
184445,10019,,32.0,75.05,1.0,0,415,50,1
185048,10019,,42.02,54.02,1.0,0,375,50,1
185087,10110,,75.0,63.0,1.0,0,415,50,1
185950,11531,,34.06,57.14,1.0,0,150,50,1
186434,10019,,49.14,108.08,1.0,0,165,50,1
186516,10019,,34.13,48.0,1.0,0,375,50,1
188020,10019,,45.07,48.14,1.0,0,375,50,1
188985,10019,,40.03,62.14,1.0,0,150,50,1
106404,11201,17 In - (WRA) - RCS,30.06,76.02,1.0,0,250,0,7
121337,11658,21 x 17 x 3 Self,23.1,27.07,1.0,0,200,0,7
123930,11746,8 x 4 x 66,74.14,26.1,1.0,0,160,0,7
124982,11143,8 x 7 x 4,26.12,27.08,1.0,0,1280,0,7
125645,11531,30-7/16 x 6-1/2 x 4,43.13,22.12,1.0,0,750,0,7
126550,11678,38-3/4 x 11-1/2 x,19.03,109.02,1.0,0,150,0,7
127881,10033,76 x 56,76.0,56.0,1.0,0,350,0,7
127882,10033,46 x 49,46.0,49.0,1.0,0,350,0,7
127883,10033,58 x 46,58.0,46.0,1.0,0,150,0,7
127884,10033,42 x 71,42.0,71.0,1.0,0,175,0,7
128230,11395,37-7/16 x 29-15/16 x,42.09,81.06,1.0,0,250,0,7
128231,11395,60 G,42.09,56.06,1.0,0,250,0,7
128232,11395,70 G,42.09,61.06,1.0,0,250,0,7
128233,11395,80 G,42.09,69.06,1.0,0,250,0,7
129399,11143,,20.1,74.02,1.0,0,250,0,7
129484,11143,18 x 18 x 18,77.11,57.0,1.0,0,350,0,7
129496,11134,18 x 5 x 5,52.01,20.15,1.0,0,560,0,7
129497,11134,36 x 5 x 5,52.01,24.15,1.0,0,560,0,7
129985,11256,36 x 12 x 10,22.1,98.02,1.0,0,250,0,7
130046,10110,16-1/2 x 16-1/2 x,26.09,37.15,1.0,0,560,0,7
131758,11159,Glove box - Printed,32.0,25.0,1.0,0,750,0,7
131761,11159,Garbage dispenser -,24.0,41.0,1.0,0,750,0,7
132952,11359,22-3/4 x 14-1/4 x,21.06,76.02,1.0,0,250,0,7
133573,11312,Shipping Box 24lb -,17.15,66.01,1.0,0,250,0,7
133578,11312,Shipping Box 24lb -,17.15,66.01,1.0,0,250,0,7
133889,11309,,24.1,66.02,1.0,0,250,0,7
134479,11143,,18.1,38.02,1.0,0,560,0,7
134835,11630,25 x 12 x 5,17.1,90.03,1.0,0,250,0,7
135171,11457,21 x 13 x 7,20.1,70.02,1.0,0,250,0,7
135968,11471,10 x 6 x 4 Deluxe,29.1,25.11,1.0,0,750,0,7
135969,11471,10 x 6 x 4 Deluxe,29.1,25.11,1.0,0,750,0,7
136196,11471,10 x 6 x 4 Deluxe,30.1,26.03,1.0,0,750,0,7
137593,11640,17 x 17 x 10,27.1,70.02,1.0,0,250,0,7
137595,11640,17 x 17 x 10,27.1,70.02,1.0,0,250,0,7
137728,11640,"Deluxe Mailer,",34.03,35.12,1.0,0,600,0,7
137730,11640,Global Payment Inset,33.04,24.1,1.0,0,1200,0,7
138585,11393,Woodstone Box,26.14,87.1,1.0,0,250,0,7
138596,10011,23-1/2 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
138597,10011,23-1/2 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
138599,10011,23-1/2 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
139047,11393,,25.01,87.06,1.0,0,250,0,7
139048,11393,Accutemp Burner,24.09,72.14,1.0,0,250,0,7
139081,11134,Welda Walgreen 30,26.0,31.0,1.0,0,340,0,7
142738,11312,HH TRAY PRESS 9.5 X,32.0,24.0,1.0,0,560,0,7
142871,11558,14 x 14 x 2,38.07,20.0,1.0,0,610,0,7
151082,11420,,25.1,70.02,1.0,0,250,0,7
151392,11393,Frymaster-Inner,23.01,28.06,1.0,0,150,0,7
151393,11393,Frymaster-Insert,23.01,28.06,1.0,0,150,0,7
152491,10033,36 x 18,19.0,37.0,1.0,0,750,0,7
153507,11179,"16 x 13 x 24 RSC,",37.1,60.02,1.0,0,250,0,7
154000,11179,"16 x 13 x 24 RSC,",37.1,60.02,1.0,0,250,0,7
154360,10044,18 x 15 x 6,21.1,68.02,1.0,0,250,0,7
154363,10044,18 x 15 x 6,21.1,68.02,1.0,0,250,0,7
154375,10044,18 x 15 x 6,21.1,68.02,1.0,0,250,0,7
154378,10044,18 x 15 x 6,21.1,68.02,1.0,0,250,0,7
154381,10044,18 x 15 x 6,21.1,68.02,1.0,0,250,0,7
154917,11478,17 x 16 x 12,29.03,68.1,1.0,0,150,0,7
156299,11471,10 x 10 x 3,25.12,31.08,1.0,0,750,0,7
158170,11341,PN# KBH01,48.12,74.02,1.0,0,250,0,7
158653,11341,F7264 KP30,31.0,51.02,1.0,0,250,0,7
159297,11179,Floral Lid -Pop Tray,27.0,55.0,1.0,0,560,0,7
159603,11179,Floral Lid -Pop Tray,28.04,55.01,1.0,0,560,0,7
159604,11179,Floral Lid -Pop Tray,28.04,55.01,1.0,0,560,0,7
159859,11471,14 x 14 x 14,28.1,58.02,1.0,0,250,0,7
161882,11369,103653 Lrg 25-7/8 x,38.12,26.14,1.0,0,160,0,7
162016,11215,14 x 14 x 8,22.1,58.02,1.0,0,250,0,7
162711,10033,23 x 13 x 5,18.1,72.05,1.0,0,250,0,7
163557,11598,18 x 12 x 12,24.1,62.05,1.0,0,250,0,7
163561,11598,18 x 12 x 12,24.1,62.05,1.0,0,250,0,7
163629,11143,Shipping Box for 2,30.13,27.07,1.0,0,750,0,7
163630,11143,Shipping Box for 2,30.13,27.07,1.0,0,750,0,7
165594,11438,"16 x 13 x 27 RSC,",40.1,60.03,1.0,0,250,0,7
168259,11438,BOGO 16 x 13 x 27,40.1,60.03,1.0,0,250,0,7
168825,11438,DMG 16 x 13 x 27,40.1,60.03,1.0,0,250,0,7
169396,11438,BOGO - FOL TOP w/,53.11,61.02,1.0,0,275,0,7
171330,11447,11-1/4 x 11-1/4 x 30,41.1,46.14,1.0,0,300,0,7
172226,11552,Diecut slotted Pad,19.0,48.1,1.0,0,750,0,7
172510,11291,20-3/8 x 13-3/4 x,26.04,70.06,1.0,0,250,0,7
172585,11580,Lid,52.01,22.0,1.0,0,500,0,7
172844,11179,Bouquet Box - Plain,42.0,42.0,1.0,0,690,0,7
172912,11179,Bouquet Box,42.0,42.0,1.0,0,690,0,7
172913,11179,Bouquet Box - Plain,42.0,42.0,1.0,0,690,0,7
172914,11179,Bouquet Box -,42.0,42.0,1.0,0,690,0,7
173633,11179,Bouquet Box -,42.0,42.0,1.0,0,690,0,7
173634,11179,,42.0,42.0,1.0,0,690,0,7
173635,11179,Bouquet Box -,42.0,42.0,1.0,0,690,0,7
175970,10011,23-5/8 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
175972,10011,23-5/8 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
175973,10011,23-5/8 x 11-1/2 x 12,24.02,72.02,1.0,0,125,0,7
179991,12592,Black DMG - 16 x 13,52.08,61.02,1.0,0,230,0,7
180499,11478,4-6 Bottle Box-,22.0,64.1,1.0,0,250,0,7
181614,11177,Pop Pop Hurray Floor,16.0,15.0,1.0,0,750,0,7
183648,11195,51 x 21,52.0,22.0,1.0,0,560,0,7
187699,19529,24Pk Tare away Boxes,17.1,55.02,1.0,0,250,0,7
188290,11438,DMG 16 x 13 x 27,34.04,50.1,1.0,0,250,0,7
188339,11438,FOL TOP w/lock + RSC,45.09,51.1,1.0,0,250,0,7
188342,11438,12 5/8 x 11 5/8 x 22,34.04,50.1,1.0,0,250,0,7
188343,11438,15 3/4 x 13 1/8 x 22,35.12,59.14,1.0,0,250,0,7
188393,11595,24Pk Tare away Boxes,17.1,55.02,1.0,0,250,0,7
188841,11256,Floorstand - Shipper,58.0,79.08,1.0,0,560,0,7
191050,11595,IPA SHOPSHED,17.1,55.02,1.0,0,250,0,7
191054,11595,LSC CASE,17.1,55.02,1.0,0,250,0,7
191159,11580,D/C RSC,24.07,64.06,1.0,0,150,0,7
191353,11438,MED REG NO BRAND -,40.1,60.03,1.0,0,250,0,7
191454,10110,BowTopper Set,24.0,36.04,1.0,0,1200,0,7
191459,10110,Rectangle Tower,60.0,23.0,1.0,0,1200,0,7
191467,10110,Large Tower Sides,15.0,75.0,1.0,0,1200,0,7
191514,11580,D/C RSC,20.07,63.14,1.0,0,250,0,7
191520,11580,D/C RSC,20.07,63.14,1.0,0,250,0,7
107527,11257,,6.14,6.14,1.0,0,18000,0,15
110646,11206,F2082 -6 Quart,15.0,46.06,1.0,0,750,0,11
113516,11386,18Pt - Lit Holder,21.08,19.05,1.0,0,3000,0,16
118310,11231,BOX # 4.2KG,17.06,46.04,1.0,0,375,0,10
118578,11231,,10.11,95.1,1.0,0,375,0,28
118830,11679,,20.1,54.02,1.0,0,375,0,10
119056,11679,Box #5,11.08,31.03,1.0,0,1035,0,14
120233,11598,Scored Sheet,16.0,5.08,1.0,0,1500,0,11
120368,10027,W180709,17.02,53.02,1.0,0,500,0,11
120812,11155,100 x 28,0.1,2.02,1.0,0,3000,0,9
120813,11155,76 x 42,0.1,2.02,1.0,0,3000,0,9
122874,11629,Sheet 39 x 24 32C,39.0,24.0,1.0,0,375,0,16
123123,11640,F9809,28.1,31.08,1.0,0,300,0,11
123288,10033,72 x 76 (FOLDS TO 72,72.0,76.0,1.0,0,300,0,11
124006,11143,2Pack Wine - 2 Col,21.06,24.01,1.0,0,2640,0,13
124007,11143,2Pack Wine - Digital,21.06,24.01,1.0,0,2640,0,13
124009,11143,2Pack Wine - Digital,21.06,24.01,1.0,0,2640,0,13
124040,10010,16oz BR 12pk tall,18.02,45.06,1.0,0,500,0,11
124073,10010,16oz BR 12pk,16.08,45.02,1.0,0,750,0,19
124074,10010,32BR 12pk,20.0,53.06,1.0,0,3000,0,9
124075,10010,16oz BR 12pk tall,17.14,45.07,1.0,0,500,0,11
124076,10010,16oz BR 12pk tall,18.0,45.06,1.0,0,500,0,11
124118,11132,Middle,56.06,61.08,1.0,0,1125,0,10
124119,11132,Middle shelf,47.02,20.1,1.0,0,1125,0,10
124177,10027,New Stringer Master,16.14,53.02,1.0,0,500,0,11
124301,11132,Left side - digital,56.04,53.05,1.0,0,1125,0,10
124302,11132,Right side - digital,56.04,53.05,1.0,0,1125,0,10
124825,11695,Tilt Back Display,0.1,2.02,1.0,0,3000,0,9
125345,11143,9-3/16 x 6-1/8 x 13,20.05,33.04,1.0,0,900,0,19
125449,10027,35-7/8x32 DISPLAY,33.0,36.14,1.0,0,450,0,10
125773,11610,12 x 9 x 9,18.1,44.02,1.0,0,500,0,11
125774,11610,14 x 13 x 10-1/2,24.02,56.02,1.0,0,250,0,10
125775,11610,14 x 13 x 5-1/4,18.14,56.14,1.0,0,375,0,10
126086,11280,TENDERLOIN LID NEW,0.1,2.02,1.0,0,3000,0,9
126285,11215,10 x 7 x 6,13.1,36.02,1.0,0,1125,0,14
126402,14237,9-3/4 x 7-3/4 x 9,17.06,37.02,1.0,0,500,0,11
126420,11137,WP12K-Kraft Printed,34.07,17.04,1.0,0,1125,0,10
126685,11312,Hungry Hunter - BD,0.1,2.02,1.0,0,3000,0,9
126686,11312,Hungry Hunter - CD,0.1,2.02,1.0,0,3000,0,9
126688,11312,Hungry Hunter - DD,0.1,2.02,1.0,0,3000,0,9
126689,11312,Hungry Hunter - TD,0.1,2.02,1.0,0,3000,0,9
127120,11341,F7165 K20 with crop,27.08,46.02,1.0,0,345,0,10
127190,11604,12-1/2 x 12-1/2 x,17.1,52.02,1.0,0,500,0,11
127191,11604,12-1/2 x 12-1/2 x,17.1,52.02,1.0,0,500,0,11
127202,11604,12-1/2 x 12-1/2 x,17.1,52.02,1.0,0,500,0,11
127340,11604,12-1/2 x 12-1/2 x,23.02,37.03,1.0,0,500,0,11
127410,11395,26-1/4 x 6-1/2 x,15.14,67.1,1.0,0,375,0,10
127591,10042,"HERO 18"" BULLY",16.1,24.02,1.0,0,1800,0,15
127592,10042,"HERO 32"" BULLY",24.1,24.02,1.0,0,1200,0,13
127688,11359,car share pack # 2,0.1,2.02,1.0,0,3000,0,9
127772,11359,4-1/2 x 13-3/4,5.0,14.0,1.0,0,5600,0,22
128135,11690,7 x 5 x 4,25.12,24.08,1.0,0,1125,0,10
128157,11312,2020 Cookout Chicken,0.1,2.02,1.0,0,3000,0,9
128158,11312,2020 Cookout Pork,0.1,2.02,1.0,0,3000,0,9
128159,11312,2020 Cookout Turkey,0.1,2.02,1.0,0,3000,0,9
128211,11690,7 x 5-1/2 x 4,27.12,27.0,1.0,0,1125,0,10
128729,11143,22-5/8 x 35-9/16,36.09,23.1,1.0,0,700,0,10
128730,11143,28-7/8 x 43-3/8,44.06,29.14,1.0,0,350,0,10
128992,10027,11-1/16 x 7-9/16 x,21.1,39.06,1.0,0,750,0,19
128993,10027,Nestle 8ct ,14.14,38.02,1.0,0,750,0,19
129376,10027,Costco box * auto,0.1,2.02,1.0,0,3000,0,9
129519,11731,HSC with partial,14.07,55.14,1.0,0,375,0,10
